year,team_full,league,team_wins,team_losses,team_ties,team
2019,STL,NL,91,71,0,STL
2019,MIL,NL,89,73,0,MIL
2019,NYM,NL,86,76,0,NYM
2019,ARI,NL,85,77,0,ARI
2019,BOS,AL,84,78,0,BOS
2019,CHC,NL,84,78,0,CHC
2019,PHI,NL,81,81,0,PHI
2019,TEX,AL,78,84,0,TEX
2019,SFG,NL,77,85,0,SFG
2019,CIN,NL,75,87,0,CIN
2019,CHW,AL,72,89,0,CHW
2019,LAA,AL,72,90,0,LAA
2019,COL,NL,71,91,0,COL
2019,SDP,NL,70,92,0,SDP
2019,PIT,NL,69,93,0,PIT
2019,SEA,AL,68,94,0,SEA
2019,TOR,AL,67,95,0,TOR
2019,KCR,AL,59,103,0,KCR
2019,MIA,NL,57,105,0,MIA
2019,BAL,AL,54,108,0,BAL
2019,DET,AL,47,114,0,DET
2018,BOS,AL,108,54,0,BOS
2018,HOU,AL,103,59,0,HOU
2018,NYY,AL,100,62,0,NYY
2018,OAK,AL,97,65,0,OAK
2018,MIL,NL,96,67,0,MIL
2018,CHC,NL,95,68,0,CHC
2018,LAD,NL,92,71,0,LAD
2018,CLE,AL,91,71,0,CLE
2018,COL,NL,91,72,0,COL
2018,ATL,NL,90,72,0,ATL
2018,TBR,AL,90,72,0,TBR
2018,SEA,AL,89,73,0,SEA
2018,STL,NL,88,74,0,STL
2018,PIT,NL,82,79,0,PIT
2018,WSN,NL,82,80,0,WSN
2018,ARI,NL,82,80,0,ARI
2018,PHI,NL,80,82,0,PHI
2018,LAA,AL,80,82,0,LAA
2018,MIN,AL,78,84,0,MIN
2018,NYM,NL,77,85,0,NYM
2018,SFG,NL,73,89,0,SFG
2018,TOR,AL,73,89,0,TOR
2018,CIN,NL,67,95,0,CIN
2018,TEX,AL,67,95,0,TEX
2018,SDP,NL,66,96,0,SDP
2018,DET,AL,64,98,0,DET
2018,MIA,NL,63,98,0,MIA
2018,CHW,AL,62,100,0,CHW
2018,KCR,AL,58,104,0,KCR
2018,BAL,AL,47,115,0,BAL
2017,LAD,NL,104,58,0,LAD
2017,CLE,AL,102,60,0,CLE
2017,HOU,AL,101,61,0,HOU
2017,WSN,NL,97,65,0,WSN
2017,BOS,AL,93,69,0,BOS
2017,ARI,NL,93,69,0,ARI
2017,CHC,NL,92,70,0,CHC
2017,NYY,AL,91,71,0,NYY
2017,COL,NL,87,75,0,COL
2017,MIL,NL,86,76,0,MIL
2017,MIN,AL,85,77,0,MIN
2017,STL,NL,83,79,0,STL
2017,LAA,AL,80,82,0,LAA
2017,TBR,AL,80,82,0,TBR
2017,KCR,AL,80,82,0,KCR
2017,SEA,AL,78,84,0,SEA
2017,TEX,AL,78,84,0,TEX
2017,MIA,NL,77,85,0,MIA
2017,TOR,AL,76,86,0,TOR
2017,PIT,NL,75,87,0,PIT
2017,BAL,AL,75,87,0,BAL
2017,OAK,AL,75,87,0,OAK
2017,ATL,NL,72,90,0,ATL
2017,SDP,NL,71,91,0,SDP
2017,NYM,NL,70,92,0,NYM
2017,CIN,NL,68,94,0,CIN
2017,CHW,AL,67,95,0,CHW
2017,PHI,NL,66,96,0,PHI
2017,SFG,NL,64,98,0,SFG
2017,DET,AL,64,98,0,DET
