at_bats,average,era,first_place_votes,home_runs,innings,league,name,obp,ops,points,rbi,runs,saves,sb,slg,strike_outs,team,vote_share,walks,war,wins,year
608,.275,,0.0,14, ,NL,"Wilson,Glenn",.311,.735,1.0,102,73,,7,.424,,PHI,0%,35,2.6,,1985
0,,1.92,16.0,0,140.1,AL,"Hernandez,Willie",,,306.0,0,0,32,0,,112,DET,78%,0,4.8,9,1984
559,.311,,5.0,27, ,AL,"Hrbek,Kent",.383,.906,247.0,107,80,,1,.522,,MIN,63%,65,5.6,,1984
0,,2.64,5.0,0,129.1,AL,"Quisenberry,Dan",,,235.0,0,0,44,0,,41,KCR,60%,0,3.3,6,1984
588,.306,,2.0,29, ,AL,"Murray,Eddie",.410,.918,197.0,110,97,,10,.509,,BAL,50%,107,7.1,,1984
603,.343,,0.0,23, ,AL,"Mattingly,Don",.381,.918,113.0,110,91,,1,.537,,NYY,29%,41,6.3,,1984
531,.282,,0.0,27, ,AL,"Gibson,Kirk",.363,.879,96.0,91,92,,29,.516,,DET,24%,63,5.1,,1984
639,.268,,0.0,43, ,AL,"Armas,Tony",.300,.831,87.0,123,107,,1,.531,,BOS,22%,32,2.6,,1984
567,.340,,0.0,19, ,AL,"Winfield,Dave",.393,.908,83.0,100,106,,6,.515,,NYY,21%,53,5.3,,1984
555,.314,,0.0,14, ,AL,"Trammell,Alan",.382,.851,76.0,69,85,,19,.468,,DET,19%,60,6.7,,1984
541,.301,,0.0,2, ,AL,"Wilson,Willie",.350,.740,61.0,44,81,,47,.390,,KCR,16%,39,4.3,,1984
630,.295,,0.0,32, ,AL,"Evans,Dwight",.388,.920,39.0,104,121,,3,.532,,BOS,10%,96,5.4,,1984
567,.284,,0.0,27, ,AL,"Davis,Alvin",.391,.888,26.0,116,80,,5,.497,,SEA,7%,97,6.0,,1984
569,.304,,0.0,29, ,AL,"Baines,Harold",.361,.903,10.0,94,72,,1,.541,,CHW,3%,54,4.3,,1984
549,.268,,0.0,35, ,AL,"Kingman,Dave",.321,.826,10.0,118,68,,2,.505,,OAK,3%,44,2.5,,1984
657,.280,,0.0,28, ,AL,"Rice,Jim",.323,.791,10.0,122,98,,4,.467,,BOS,3%,44,2.5,,1984
578,.237,,0.0,33, ,AL,"Parrish,Lance",.287,.730,8.0,98,75,,2,.443,,DET,2%,41,2.8,,1984
569,.278,,0.0,19, ,AL,"Upshaw,Willie",.345,.809,8.0,84,79,,10,.464,,TOR,2%,55,2.6,,1984
539,.275,,0.0,23, ,AL,"Downing,Brian",.360,.822,6.0,91,65,,0,.462,,CAL,2%,70,3.1,,1984
438,.244,,0.0,28, ,AL,"Balboni,Steve",.320,.817,5.0,77,58,,0,.498,,KCR,1%,45,2.2,,1984
606,.292,,0.0,26, ,AL,"Bell,George",.326,.824,5.0,87,85,,11,.498,,TOR,1%,24,3.2,,1984
587,.271,,0.0,33, ,AL,"Thornton,Andre",.366,.850,5.0,99,91,,6,.484,,CLE,1%,91,2.8,,1984
553,.315,,0.0,11, ,AL,"Bell,Buddy",.382,.840,4.0,83,88,,2,.458,,TEX,1%,63,6.1,,1984
592,.280,,0.0,18, ,AL,"Moseby,Lloyd",.368,.837,4.0,92,97,,39,.470,,TOR,1%,78,7.3,,1984
0,,2.83,0.0,0,267.0,AL,"Stieb,Dave",,,4.0,0,0,0,0,,198,TOR,1%,0,7.9,16,1984
354,.336,,0.0,8, ,AL,"Beniquez,Juan",.370,.822,2.0,39,60,,0,.452,,CAL,1%,18,2.1,,1984
0,,2.79,0.0,0,261.1,AL,"Boddicker,Mike",,,2.0,0,1,0,0,,128,BAL,1%,0,5.1,20,1984
0,,3.13,0.0,0,261.2,AL,"Alexander,Doyle",,,1.0,0,0,0,0,,139,TOR,0%,0,6.1,17,1984
641,.304,,0.0,27, ,AL,"Ripken,Cal",.374,.884,1.0,86,103,,2,.510,,BAL,0%,71,10.0,,1984
636,.314,,22.0,19, ,NL,"Sandberg,Ryne",.367,.887,326.0,84,114,,32,.520,,CHC,97%,52,8.6,,1984
550,.311,,1.0,15, ,NL,"Hernandez,Keith",.409,.859,195.0,94,83,,2,.449,,NYM,58%,97,6.3,,1984
606,.351,,1.0,5, ,NL,"Gwynn,Tony",.410,.853,184.0,71,88,,33,.444,,SDP,55%,59,6.3,,1984
56,.250,2.69,0.0,0,150.1,NL,"Sutcliffe,Rick",.276,.579,151.0,6,3,0,0,.304,155,CHC,45%,2,4.2,16,1984
491,.291,,0.0,14, ,NL,"Matthews,Gary",.410,.838,70.0,82,101,,17,.428,,CHC,21%,103,3.2,,1984
10,.000,1.54,0.0,0,122.2,NL,"Sutter,Bruce",.000,.000,67.0,0,0,45,0,.000,77,STL,20%,0,4.3,5,1984
528,.277,,0.0,36, ,NL,"Schmidt,Mike",.383,.919,55.0,106,93,,5,.536,,PHI,16%,92,7.0,,1984
600,.312,,0.0,12, ,NL,"Cruz,Jose",.381,.842,53.0,95,96,,22,.462,,HOU,16%,73,6.3,,1984
607,.290,,0.0,36, ,NL,"Murphy,Dale",.372,.919,52.0,100,94,,19,.547,,ATL,15%,79,5.6,,1984
523,.256,,0.0,19, ,NL,"Davis,Jody",.315,.736,49.0,94,55,,5,.421,,CHC,15%,47,2.1,,1984
622,.309,,0.0,8, ,NL,"Raines,Tim",.393,.830,41.0,60,106,,75,.437,,MON,12%,87,6.5,,1984
473,.279,,0.0,23, ,NL,"Durham,Leon",.369,.874,38.0,96,86,,16,.505,,CHC,11%,69,3.7,,1984
22,.182,2.90,0.0,0,102.1,NL,"Gossage,Rich",.217,.399,34.0,0,0,25,0,.182,84,SDP,10%,1,1.7,10,1984
596,.294,,0.0,27, ,NL,"Carter,Gary",.366,.853,32.0,106,75,,2,.487,,MON,10%,64,7.5,,1984
70,.200,2.60,0.0,0,218.0,NL,"Gooden,Dwight",.205,.405,28.0,3,5,0,0,.200,276,NYM,8%,1,5.7,17,1984
596,.258,,0.0,3, ,NL,"Wiggins,Alan",.342,.671,14.0,34,106,,70,.329,,SDP,4%,75,3.0,,1984
505,.240,,0.0,25, ,NL,"Cey,Ron",.324,.766,6.0,97,71,,3,.442,,CHC,2%,61,1.6,,1984
536,.278,,0.0,3, ,NL,"Dernier,Bob",.356,.718,6.0,32,94,,45,.362,,CHC,2%,63,3.1,,1984
525,.278,,0.0,20, ,NL,"McReynolds,Kevin",.317,.782,6.0,75,68,,3,.465,,SDP,2%,34,5.4,,1984
617,.284,,0.0,8, ,NL,"Garvey,Steve",.307,.680,5.0,86,72,,1,.373,,SDP,1%,24,0.4,,1984
506,.291,,0.0,20, ,NL,"Brenly,Bob",.352,.816,1.0,80,74,,6,.464,,SFG,0%,48,3.7,,1984
514,.302,,0.0,21, ,NL,"Leonard,Jeffrey",.357,.841,1.0,86,76,,17,.484,,SFG,0%,47,3.4,,1984
701,.272,,0.0,15, ,NL,"Samuel,Juan",.307,.749,1.0,69,105,,72,.442,,PHI,0%,28,2.9,,1984
663,.318,,15.0,27, ,AL,"Ripken,Cal",.371,.888,322.0,102,121,,0,.517,,BAL,82%,58,8.2,,1983
582,.306,,10.0,33, ,AL,"Murray,Eddie",.393,.930,290.0,111,115,,5,.538,,BAL,74%,86,6.7,,1983
488,.289,,3.0,26, ,AL,"Fisk,Carlton",.355,.874,209.0,86,85,,9,.518,,CHW,53%,46,4.3,,1983
626,.305,,0.0,39, ,AL,"Rice,Jim",.361,.911,150.0,126,90,,0,.550,,BOS,38%,52,5.7,,1983
661,.307,,0.0,30, ,AL,"Cooper,Cecil",.341,.849,123.0,126,106,,2,.508,,MIL,31%,37,4.0,,1983
0,,1.94,0.0,0,139.0,AL,"Quisenberry,Dan",,,107.0,0,0,45,0,,48,KCR,27%,0,5.5,5,1983
598,.283,,0.0,32, ,AL,"Winfield,Dave",.345,.858,85.0,116,99,,15,.513,,NYY,22%,58,2.5,,1983
643,.320,,0.0,12, ,AL,"Whitaker,Lou",.380,.837,84.0,72,94,,17,.457,,DET,21%,67,6.7,,1983
605,.269,,0.0,27, ,AL,"Parrish,Lance",.314,.796,66.0,114,80,,1,.483,,DET,17%,44,4.7,,1983
596,.280,,0.0,20, ,AL,"Baines,Harold",.333,.776,49.0,99,76,,7,.443,,CHW,13%,49,2.2,,1983
579,.306,,0.0,27, ,AL,"Upshaw,Willie",.373,.887,41.0,104,99,,10,.515,,TOR,10%,61,4.7,,1983
582,.361,,0.0,5, ,AL,"Boggs,Wade",.444,.931,25.0,74,100,,3,.486,,BOS,6%,92,7.8,,1983
0,,3.66,0.0,0,260.2,AL,"Hoyt,LaMarr",,,24.0,0,0,0,0,,148,CHW,6%,0,3.7,24,1983
539,.315,,0.0,18, ,AL,"Moseby,Lloyd",.376,.875,21.0,81,104,,27,.499,,TOR,5%,51,6.0,,1983
0,,2.85,0.0,0,145.1,AL,"Stanley,Bob",,,11.0,0,0,33,0,,65,BOS,3%,0,4.0,8,1983
505,.319,,0.0,14, ,AL,"Trammell,Alan",.385,.856,11.0,66,83,,30,.471,,DET,3%,57,6.0,,1983
502,.255,,0.0,32, ,AL,"Luzinski,Greg",.352,.854,9.0,95,73,,2,.502,,CHW,2%,70,2.3,,1983
578,.308,,0.0,17, ,AL,"Yount,Robin",.383,.886,6.0,80,102,,12,.503,,MIL,2%,72,7.3,,1983
600,.308,,0.0,13, ,AL,"Simmons,Ted",.351,.799,4.0,108,76,,4,.448,,MIL,1%,41,4.0,,1983
0,,3.23,0.0,0,240.0,AL,"Dotson,Richard",,,3.0,0,0,0,0,,137,CHW,1%,0,5.1,22,1983
0,,3.42,0.0,0,250.1,AL,"Guidry,Ron",,,2.0,0,0,0,0,,156,NYY,1%,0,5.3,21,1983
501,.283,,0.0,3, ,AL,"Law,Rudy",.340,.709,2.0,34,95,,77,.369,,CHW,1%,42,3.2,,1983
0,,3.34,0.0,0,293.2,AL,"Morris,Jack",,,2.0,0,3,0,0,,232,DET,1%,0,4.0,20,1983
515,.252,,0.0,3, ,AL,"Cruz,Julio",.318,.644,1.0,52,71,,57,.326,,TOT,0%,49,2.4,,1983
513,.292,,0.0,9, ,AL,"Henderson,Rickey",.414,.835,1.0,48,105,,108,.421,,OAK,0%,103,6.9,,1983
634,.276,,0.0,18, ,AL,"Wright,George",.321,.745,1.0,80,79,,8,.424,,TEX,0%,41,3.2,,1983
0,,2.35,0.0,0,103.1,AL,"Martinez,Tippy",,,0.0,0,0,21,0,,81,BAL,0%,0,3.3,9,1983
589,.302,,21.0,36, ,NL,"Murphy,Dale",.393,.933,318.0,121,131,,30,.540,,ATL,95%,90,7.1,,1983
633,.299,,1.0,32, ,NL,"Dawson,Andre",.338,.877,213.0,113,104,,25,.539,,MON,63%,38,6.9,,1983
534,.255,,1.0,40, ,NL,"Schmidt,Mike",.399,.923,191.0,109,104,,7,.524,,PHI,57%,128,6.9,,1983
584,.298,,1.0,32, ,NL,"Guerrero,Pedro",.373,.904,182.0,103,87,,23,.531,,LAD,54%,72,5.5,,1983
615,.298,,0.0,11, ,NL,"Raines,Tim",.393,.822,83.0,71,133,,90,.429,,MON,25%,97,6.0,,1983
594,.318,,0.0,14, ,NL,"Cruz,Jose",.385,.848,76.0,92,85,,30,.463,,HOU,23%,65,6.2,,1983
619,.286,,0.0,20, ,NL,"Thon,Dickie",.341,.798,67.0,79,81,,34,.457,,HOU,20%,54,7.4,,1983
473,.323,,0.0,12, ,NL,"Madlock,Bill",.386,.830,45.0,68,68,,3,.444,,PIT,13%,49,2.4,,1983
7,.000,2.26,0.0,0,91.2,NL,"Holland,Al",.000,.000,42.0,0,0,25,0,.000,100,PHI,13%,0,3.2,8,1983
549,.284,,0.0,17, ,NL,"Kennedy,Terry",.342,.776,37.0,98,47,,1,.434,,SDP,11%,51,4.5,,1983
529,.318,,0.0,18, ,NL,"Hendrick,George",.373,.866,33.0,97,73,,3,.493,,STL,10%,51,3.2,,1983
542,.301,,0.0,15, ,NL,"Pena,Tony",.338,.773,25.0,70,51,,6,.435,,PIT,7%,31,4.1,,1983
77,.169,2.37,0.0,0,242.2,NL,"Denny,John",.190,.372,24.0,2,7,0,2,.182,139,PHI,7%,2,7.5,19,1983
523,.277,,0.0,30, ,NL,"Evans,Darrell",.378,.894,16.0,82,94,,6,.516,,SFG,5%,84,4.0,,1983
88,.125,2.70,0.0,0,273.2,NL,"Soto,Mario",.135,.294,16.0,2,6,0,0,.159,242,CIN,5%,1,6.7,17,1983
622,.297,,0.0,7, ,NL,"Ramirez,Rafael",.337,.705,15.0,58,82,,16,.368,,ATL,4%,36,2.1,,1983
12,.333,1.47,0.0,0,110.0,NL,"Orosco,Jesse",.357,.690,14.0,2,0,17,0,.333,84,NYM,4%,1,4.0,13,1983
9,.111,1.65,0.0,0,103.1,NL,"Smith,Lee",.200,.311,8.0,0,0,29,0,.111,91,CHC,2%,1,4.7,4,1983
614,.300,,0.0,8, ,NL,"Oliver,Al",.347,.757,3.0,84,70,,1,.410,,MON,1%,44,1.5,,1983
516,.279,,0.0,21, ,NL,"Leonard,Jeffrey",.323,.784,2.0,87,74,,26,.461,,SFG,1%,35,3.5,,1983
510,.271,,0.0,24, ,NL,"Davis,Jody",.315,.795,1.0,84,56,,0,.480,,CHC,0%,33,2.6,,1983
538,.297,,0.0,12, ,NL,"Hernandez,Keith",.396,.829,1.0,63,77,,9,.433,,TOT,0%,88,5.6,,1983
386,.303,,0.0,20, ,NL,"Horner,Bob",.383,.911,1.0,68,75,,4,.528,,ATL,0%,50,2.9,,1983
492,.321,,0.0,8, ,NL,"Smith,Lonnie",.381,.834,1.0,45,83,,43,.453,,STL,0%,41,3.5,,1983
552,.243,,0.0,3, ,NL,"Smith,Ozzie",.321,.657,1.0,50,69,,34,.335,,STL,0%,64,3.8,,1983
635,.331,,27.0,29, ,AL,"Yount,Robin",.379,.957,385.0,114,129,,14,.578,,MIL,98%,54,10.5,,1982
550,.316,,0.0,32, ,AL,"Murray,Eddie",.391,.940,228.0,110,87,,7,.549,,BAL,58%,70,5.2,,1982
575,.301,,0.0,30, ,AL,"DeCinces,Doug",.369,.916,178.0,97,94,,7,.548,,CAL,45%,66,7.6,,1982
613,.308,,0.0,27, ,AL,"McRae,Hal",.369,.910,175.0,133,91,,4,.542,,KCR,45%,55,4.1,,1982
654,.313,,0.0,32, ,AL,"Cooper,Cecil",.342,.870,152.0,121,104,,2,.528,,MIL,39%,32,5.6,,1982
530,.275,,1.0,39, ,AL,"Jackson,Reggie",.375,.907,107.0,101,92,,4,.532,,CAL,27%,85,3.1,,1982
609,.292,,0.0,32, ,AL,"Evans,Dwight",.402,.936,57.0,98,122,,3,.534,,BOS,15%,112,6.4,,1982
567,.245,,0.0,39, ,AL,"Thomas,Gorman",.343,.850,44.0,112,96,,3,.506,,MIL,11%,84,4.9,,1982
0,,2.57,0.0,0,136.2,AL,"Quisenberry,Dan",,,39.0,0,0,35,0,,46,KCR,10%,0,3.3,9,1982
536,.267,,0.0,10, ,AL,"Henderson,Rickey",.398,.780,38.0,51,119,,130,.382,,OAK,10%,116,6.7,,1982
539,.280,,0.0,37, ,AL,"Winfield,Dave",.331,.891,33.0,106,84,,5,.560,,NYY,8%,45,3.5,,1982
666,.302,,0.0,19, ,AL,"Molitor,Paul",.366,.816,29.0,71,136,,41,.450,,MIL,7%,69,6.2,,1982
486,.284,,0.0,32, ,AL,"Parrish,Lance",.338,.867,26.0,87,75,,3,.529,,DET,7%,40,5.0,,1982
623,.281,,0.0,28, ,AL,"Downing,Brian",.368,.850,22.0,84,109,,2,.482,,CAL,6%,86,5.6,,1982
585,.332,,0.0,3, ,AL,"Wilson,Willie",.365,.796,16.0,46,87,,37,.431,,KCR,4%,26,6.3,,1982
472,.256,,0.0,7, ,AL,"Boone,Bob",.310,.647,12.0,58,42,,0,.337,,CAL,3%,39,3.5,,1982
0,,2.60,0.0,0,79.2,AL,"Fingers,Rollie",,,12.0,0,0,29,0,,71,MIL,3%,0,2.3,5,1982
0,,3.34,0.0,0,223.2,AL,"Vuckovich,Pete",,,11.0,0,0,0,0,,105,MIL,3%,0,2.8,18,1982
573,.309,,0.0,24, ,AL,"Rice,Jim",.375,.868,10.0,97,86,,0,.494,,BOS,3%,55,3.0,,1982
608,.271,,0.0,25, ,AL,"Baines,Harold",.321,.790,9.0,105,89,,10,.469,,CHW,2%,49,3.4,,1982
552,.301,,0.0,21, ,AL,"Brett,George",.378,.884,9.0,82,101,,6,.505,,KCR,2%,71,6.0,,1982
602,.304,,0.0,25, ,AL,"Harrah,Toby",.398,.888,9.0,78,100,,17,.490,,CLE,2%,84,6.6,,1982
608,.263,,0.0,24, ,AL,"Baylor,Don",.329,.754,8.0,93,80,,10,.424,,CAL,2%,57,0.6,,1982
589,.273,,0.0,32, ,AL,"Thornton,Andre",.386,.870,8.0,116,90,,6,.484,,CLE,2%,109,2.8,,1982
0,,3.10,0.0,0,168.1,AL,"Stanley,Bob",,,6.0,0,0,14,0,,83,BOS,2%,0,4.7,12,1982
523,.319,,0.0,3, ,AL,"Carew,Rod",.396,.799,5.0,44,88,,10,.403,,CAL,1%,67,4.7,,1982
597,.310,,0.0,5, ,AL,"Garcia,Damaso",.338,.737,5.0,42,89,,54,.399,,TOR,1%,21,4.6,,1982
0,,3.13,0.0,0,227.0,AL,"Palmer,Jim",,,5.0,0,0,1,0,,103,BAL,1%,0,4.8,15,1982
0,,2.35,0.0,0,95.2,AL,"Caudill,Bill",,,4.0,0,0,26,0,,111,SEA,1%,0,4.4,12,1982
537,.296,,0.0,13, ,AL,"Bell,Buddy",.376,.803,3.0,67,62,,5,.426,,TEX,1%,70,5.7,,1982
598,.264,,0.0,28, ,AL,"Ripken,Cal",.317,.792,3.0,93,90,,3,.475,,BAL,1%,46,4.7,,1982
482,.301,,0.0,11, ,AL,"Lansford,Carney",.359,.803,1.0,63,65,,9,.444,,BOS,0%,46,2.3,,1982
0,,2.96,0.0,0,216.0,AL,"Sutcliffe,Rick",,,1.0,0,0,1,0,,142,CLE,0%,0,5.7,14,1982
570,.289,,0.0,28, ,AL,"Ward,Gary",.330,.849,1.0,91,85,,13,.519,,MIN,0%,37,5.1,,1982
598,.281,,14.0,36, ,NL,"Murphy,Dale",.378,.885,283.0,109,113,,23,.507,,ATL,84%,93,6.1,,1982
592,.307,,8.0,8, ,NL,"Smith,Lonnie",.381,.815,218.0,69,120,,68,.434,,STL,65%,64,6.2,,1982
575,.304,,0.0,32, ,NL,"Guerrero,Pedro",.378,.914,175.0,100,87,,22,.536,,LAD,52%,65,6.8,,1982
617,.331,,0.0,22, ,NL,"Oliver,Al",.392,.906,175.0,109,90,,5,.514,,MON,52%,61,5.3,,1982
8,.125,2.90,2.0,0,102.1,NL,"Sutter,Bruce",.111,.236,134.0,1,1,36,0,.125,61,STL,40%,0,1.0,9,1982
514,.280,,0.0,35, ,NL,"Schmidt,Mike",.403,.949,54.0,87,108,,14,.547,,PHI,16%,107,7.4,,1982
563,.274,,0.0,27, ,NL,"Clark,Jack",.372,.853,53.0,103,90,,6,.481,,SFG,16%,90,4.0,,1982
17,.176,1.83,0.0,0,123.0,NL,"Minton,Greg",.167,.402,44.0,1,2,30,0,.235,58,SFG,13%,0,5.5,10,1982
101,.218,3.10,0.0,2,295.2,NL,"Carlton,Steve",.218,.535,41.0,8,8,0,0,.317,286,PHI,12%,0,6.1,23,1982
657,.306,,0.0,15, ,NL,"Buckner,Bill",.342,.783,38.0,105,93,,15,.441,,CHC,11%,36,3.7,,1982
568,.319,,0.0,19, ,NL,"Madlock,Bill",.368,.856,37.0,95,92,,18,.488,,PIT,11%,48,6.2,,1982
557,.293,,0.0,29, ,NL,"Carter,Gary",.381,.890,35.0,97,91,,2,.510,,MON,10%,78,8.6,,1982
488,.248,,0.0,2, ,NL,"Smith,Ozzie",.339,.653,25.0,43,58,,25,.314,,STL,7%,68,5.1,,1982
515,.282,,0.0,19, ,NL,"Hendrick,George",.323,.773,20.0,104,65,,3,.450,,STL,6%,37,1.4,,1982
562,.295,,0.0,21, ,NL,"Kennedy,Terry",.328,.814,20.0,97,75,,1,.486,,SDP,6%,26,4.6,,1982
463,.289,,0.0,14, ,NL,"Morgan,Joe",.400,.838,17.0,61,68,,24,.438,,SFG,5%,85,5.1,,1982
579,.299,,0.0,7, ,NL,"Hernandez,Keith",.397,.810,12.0,94,79,,19,.413,,STL,4%,100,4.6,,1982
550,.284,,0.0,31, ,NL,"Thompson,Jason",.391,.902,12.0,101,87,,1,.511,,PIT,4%,101,4.8,,1982
95,.158,2.47,0.0,0,265.2,NL,"Andujar,Joaquin",.158,.347,6.0,4,3,0,1,.189,137,STL,2%,0,5.5,15,1982
15,.133,2.34,0.0,0,119.1,NL,"Garber,Gene",.235,.369,6.0,0,1,30,0,.133,68,ATL,2%,2,2.7,8,1982
608,.301,,0.0,23, ,NL,"Dawson,Andre",.343,.841,3.0,83,107,,39,.498,,MON,1%,34,7.9,,1982
95,.168,2.87,0.0,1,285.0,NL,"Valenzuela,Fernando",.190,.390,3.0,9,6,0,0,.200,199,LAD,1%,3,5.4,19,1982
534,.270,,0.0,20, ,NL,"Chambliss,Chris",.337,.773,2.0,86,57,,7,.436,,ATL,1%,57,2.8,,1982
616,.281,,0.0,19, ,NL,"Matthews,Gary",.349,.776,2.0,83,89,,21,.427,,PHI,1%,66,2.3,,1982
609,.294,,0.0,6, ,NL,"Knight,Ray",.344,.746,1.0,70,72,,2,.402,,HOU,0%,48,3.1,,1982
0,,1.04,15.0,0,78.0,AL,"Fingers,Rollie",,,319.0,0,0,28,0,,61,MIL,81%,0,4.2,6,1981
423,.319,,12.0,6, ,AL,"Henderson,Rickey",.408,.845,308.0,35,89,,56,.437,,OAK,79%,64,6.7,,1981
412,.296,,0.0,22, ,AL,"Evans,Dwight",.415,.937,140.0,71,84,,3,.522,,BOS,36%,85,6.7,,1981
440,.261,,1.0,22, ,AL,"Armas,Tony",.294,.774,139.0,76,51,,5,.480,,OAK,35%,19,4.2,,1981
378,.294,,0.0,22, ,AL,"Murray,Eddie",.360,.895,137.0,78,57,,2,.534,,BAL,35%,40,3.7,,1981
399,.336,,0.0,4, ,AL,"Lansford,Carney",.389,.828,109.0,52,61,,15,.439,,BOS,28%,34,3.7,,1981
388,.294,,0.0,13, ,AL,"Winfield,Dave",.360,.824,98.0,68,52,,11,.464,,NYY,25%,43,2.5,,1981
416,.320,,0.0,12, ,AL,"Cooper,Cecil",.363,.858,96.0,60,70,,5,.495,,MIL,24%,28,4.2,,1981
0,,0.77,0.0,0,46.2,AL,"Gossage,Rich",,,62.0,0,0,20,0,,48,NYY,16%,0,2.3,3,1981
405,.326,,0.0,14, ,AL,"Paciorek,Tom",.379,.888,46.0,66,50,,13,.509,,SEA,12%,35,4.3,,1981
390,.251,,0.0,15, ,AL,"Murphy,Dwayne",.369,.777,45.0,60,58,,10,.408,,OAK,11%,73,4.4,,1981
290,.328,,0.0,9, ,AL,"Gibson,Kirk",.369,.848,40.0,40,41,,17,.479,,DET,10%,18,2.4,,1981
0,,2.33,0.0,0,185.2,AL,"McCatty,Steve",,,22.0,0,0,0,0,,91,OAK,6%,0,4.5,14,1981
352,.304,,0.0,22, ,AL,"Grich,Bobby",.378,.921,19.0,61,56,,2,.543,,CAL,5%,40,5.5,,1981
0,,3.05,0.0,0,198.0,AL,"Morris,Jack",,,17.0,0,0,0,0,,97,DET,4%,0,3.4,14,1981
421,.309,,0.0,4, ,AL,"Oliver,Al",.348,.759,8.0,55,53,,3,.411,,TEX,2%,24,1.5,,1981
360,.294,,0.0,10, ,AL,"Bell,Buddy",.364,.792,7.0,64,44,,3,.428,,TEX,2%,42,6.2,,1981
377,.273,,0.0,10, ,AL,"Yount,Robin",.312,.731,7.0,49,50,,4,.419,,MIL,2%,22,4.9,,1981
349,.301,,0.0,4, ,AL,"Almon,Bill",.341,.717,6.0,41,46,,16,.375,,CHW,2%,21,2.1,,1981
319,.307,,0.0,6, ,AL,"Mumphrey,Jerry",.354,.783,5.0,32,44,,14,.429,,NYY,1%,24,3.2,,1981
322,.317,,0.0,2, ,AL,"Hargrove,Mike",.424,.824,4.0,49,43,,5,.401,,CLE,1%,60,3.1,,1981
392,.258,,0.0,2, ,AL,"Trammell,Alan",.342,.669,4.0,31,52,,10,.327,,DET,1%,49,3.8,,1981
372,.277,,0.0,9, ,AL,"Kemp,Steve",.389,.809,3.0,49,52,,9,.419,,DET,1%,70,3.8,,1981
378,.265,,0.0,21, ,AL,"Luzinski,Greg",.365,.841,3.0,62,55,,0,.476,,CHW,1%,58,2.7,,1981
0,,3.32,0.0,0,179.0,AL,"Martinez,Dennis",,,3.0,0,0,0,0,,88,BAL,1%,0,1.7,14,1981
363,.278,,0.0,13, ,AL,"Singleton,Ken",.380,.816,3.0,49,48,,0,.435,,BAL,1%,61,1.2,,1981
347,.314,,0.0,6, ,AL,"Brett,George",.361,.846,1.0,43,42,,14,.484,,KCR,0%,27,3.3,,1981
0,,3.19,0.0,0,183.2,AL,"Stieb,Dave",,,1.0,0,1,0,0,,89,TOR,0%,0,4.4,11,1981
354,.316,,21.0,31, ,NL,"Schmidt,Mike",.435,1.080,321.0,91,78,,12,.644,,PHI,96%,73,7.7,,1981
394,.302,,2.0,24, ,NL,"Dawson,Andre",.365,.918,215.0,64,71,,26,.553,,MON,64%,35,7.5,,1981
414,.295,,0.0,22, ,NL,"Foster,George",.373,.892,146.0,90,64,,4,.519,,CIN,43%,51,3.7,,1981
421,.306,,0.0,5, ,NL,"Concepcion,Dave",.358,.767,108.0,67,57,,4,.409,,CIN,32%,37,3.7,,1981
64,.250,2.48,1.0,0,192.1,NL,"Valenzuela,Fernando",.262,.543,90.0,7,3,0,0,.281,180,LAD,27%,1,5.3,13,1981
374,.251,,0.0,16, ,NL,"Carter,Gary",.313,.756,77.0,68,48,,1,.444,,MON,23%,35,3.8,,1981
400,.320,,0.0,9, ,NL,"Baker,Dusty",.363,.808,65.0,49,48,,10,.445,,LAD,19%,29,2.8,,1981
9,.000,2.62,0.0,0,82.1,NL,"Sutter,Bruce",.100,.100,59.0,1,0,25,0,.000,57,STL,18%,0,1.5,3,1981
67,.134,2.42,0.0,0,190.0,NL,"Carlton,Steve",.159,.383,41.0,4,5,0,0,.224,179,PHI,12%,2,5.5,13,1981
421,.311,,0.0,10, ,NL,"Buckner,Bill",.349,.829,35.0,75,45,,5,.480,,CHC,10%,26,1.2,,1981
431,.325,,0.0,0, ,NL,"Rose,Pete",.391,.781,35.0,33,73,,4,.390,,PHI,10%,46,1.7,,1981
55,.200,2.54,0.0,1,166.1,NL,"Seaver,Tom",.297,.570,35.0,6,3,0,0,.273,87,CIN,10%,8,4.3,14,1981
359,.301,,0.0,9, ,NL,"Matthews,Gary",.398,.849,31.0,67,62,,15,.451,,PHI,9%,59,2.5,,1981
409,.267,,0.0,13, ,NL,"Cruz,Jose",.319,.745,25.0,55,53,,5,.425,,HOU,7%,35,3.2,,1981
394,.284,,0.0,18, ,NL,"Hendrick,George",.356,.841,25.0,61,67,,4,.485,,STL,7%,41,2.7,,1981
51,.216,1.69,0.0,0,149.0,NL,"Ryan,Nolan",.286,.521,23.0,1,3,0,0,.235,140,HOU,7%,5,5.1,11,1981
279,.341,,0.0,6, ,NL,"Madlock,Bill",.413,.907,20.0,45,35,,18,.495,,PIT,6%,34,3.5,,1981
361,.296,,0.0,3, ,NL,"Howe,Art",.365,.770,16.0,36,43,,1,.404,,HOU,5%,41,3.5,,1981
313,.304,,0.0,5, ,NL,"Raines,Tim",.391,.829,15.0,37,61,,71,.438,,MON,4%,45,3.5,,1981
12,.000,1.78,0.0,0,76.0,NL,"Camp,Rick",.000,.000,9.0,0,1,17,0,.000,47,ATL,3%,0,2.6,9,1981
